generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1776129028-b7LeMdUDJMJOq2xZruFv,2026-04-14 01:10:28.724,0.00066,,,0,0,2244,539,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4526,584,,libri
gen-1776128996-0De5qG92trOnkmUWOh7b,2026-04-14 01:09:56.883,0.000977,,,,0,2132,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,47396,183,,libri
gen-1776128995-Sq4RUmFEmAS9P8CgNMIJ,2026-04-14 01:09:55.499,0.000976,,,,0,2127,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50540,283,,libri
gen-1776128993-9kJ6M4BfFOZDyJMMdNwN,2026-04-14 01:09:53.119,0.000982,,,,0,2243,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,35504,228,,libri
gen-1776128983-cL6nOUTX0uoEPKDA8NrT,2026-04-14 01:09:43.756,0.000696,,,0,0,2249,599,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4654,587,,libri
gen-1776128982-fI8nb4qK3uI9rs5II05R,2026-04-14 01:09:42.504,0.000617,,,0,0,1848,567,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11785,886,,libri
gen-1776128977-ALb5kmLTh3rEtGeSXwHg,2026-04-14 01:09:37.855,0.000627,,,0,0,2181,501,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,12713,664,,libri
gen-1776128971-IvcmEPlaQss9l3Wc4vEc,2026-04-14 01:09:31.568,0.000641,,,0,0,2202,518,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4108,661,,libri
gen-1776128932-sc1nr27BwXxqhbI71WfU,2026-04-14 01:08:52.953,0.000979,,,,0,2180,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,44804,183,,libri
gen-1776128929-t4AwOEhbDE2qhKvuDOg3,2026-04-14 01:08:49.924,0.000982,,,,0,2248,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53761,224,,libri
gen-1776128927-lmcDf0x6clpLMz14lG52,2026-04-14 01:08:46.999,0.000962,,,,0,1847,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,55436,210,,libri
gen-1776128922-lFneUuhimKK1Qvf1aiYZ,2026-04-14 01:08:42.876,0.00098,,,,0,2201,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,48599,223,,libri
gen-1776128918-8Ub2Fyfitjd07q1hR0i0,2026-04-14 01:08:38.848,0.000675,,,0,0,2241,566,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10108,471,,libri
gen-1776128916-BhHXOZXDh8vQYkJG2TSF,2026-04-14 01:08:36.965,0.000607,,,0,0,2088,490,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9028,1048,,libri
gen-1776128913-7PGBGDVnJB1CioW0aZVM,2026-04-14 01:08:33.200,0.000672,,,0,0,2262,556,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4600,556,,libri
gen-1776128910-0crc2eXiGDMxKjHOHBHP,2026-04-14 01:08:30.513,0.000657,,,0,0,2004,595,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11659,434,,libri
gen-1776128909-KFq66QQqEZSyhbKFtU49,2026-04-14 01:08:29.511,0.000647,,,0,0,2252,516,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10574,378,,libri
gen-1776128908-I2ImZMZdsEBiM6xbBUXH,2026-04-14 01:08:28.574,0.000656,,,0,0,2235,535,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4575,686,,libri
gen-1776128868-Oo1e1tNoLn1pnoIqUEWG,2026-04-14 01:07:48.269,0.000982,,,,0,2240,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50486,219,,libri
gen-1776128866-q0a7OykfeWfrjI6qlRFc,2026-04-14 01:07:46.403,0.000974,,,,0,2087,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50441,219,,libri
gen-1776128865-qxeIjtkNcAhdUnOFlaqU,2026-04-14 01:07:45.268,0.000696,,,,0,2162,1472,1344,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,21838,20833,,libri
gen-1776128864-ij0lOpMSzxxVuSYM4y5h,2026-04-14 01:07:44.626,0.000983,,,,0,2261,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,48470,247,,libri
gen-1776128864-Ugi6FRFDp4MD4dKAd44v,2026-04-14 01:07:44.513,0.000982,,,,0,2251,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,44634,258,,libri
gen-1776128863-f2YIyicaLN2mGwvR7IrI,2026-04-14 01:07:43.038,0.00097,,,,0,2003,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,47351,267,,libri
gen-1776128861-qT7OGexEplsklq739fty,2026-04-14 01:07:41.737,0.000982,,,,0,2234,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,46760,294,,libri
gen-1776128851-DFkkNJBdgjNcbBO2Ov5J,2026-04-14 01:07:31.431,0.000301,,,,0,671,669,576,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,6292,6229,,libri
gen-1776128849-iM6TdkWN3UqcE0HvjaKN,2026-04-14 01:07:29.440,0.000462,,,,0,529,1091,1024,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,17494,17395,,libri
gen-1776128845-QuW2VzWm1LYRwD7gXe2t,2026-04-14 01:07:25.697,0.000606,,,,0,1049,1384,1344,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,22168,22110,,libri
gen-1776128839-oa2ipYKL6gPLPnbirMxQ,2026-04-14 01:07:19.085,0.000319,,,,0,722,708,640,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,7145,7077,,libri
gen-1776128829-UvhC9T6M9OOQJF0nLrSU,2026-04-14 01:07:09.698,0.000492,,,,0,684,1146,1088,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,14428,14353,,libri
gen-1776128829-aLrm8SqN7mWOXXRKsCTb,2026-04-14 01:07:09.417,0.00016,,,,0,519,336,256,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,3214,3136,,libri
gen-1776128825-BoZIXfWxgTSvcBwyeDiQ,2026-04-14 01:07:05.204,0.000311,,,,0,1347,610,512,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,7940,7874,,libri
gen-1776110077-2e4BFJCllC0npfVsGmip,2026-04-13 19:54:37.452,0.000181,,,0,0,1349,640,559,64,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,12253,398,BuildOS Next Steps Generator,buildos
gen-1776110053-5vsETdH1l9JKXzXn4kC7,2026-04-13 19:54:13.807,0.002507,,,0,0,778,1156,1043,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,21955,1159,BuildOS Next Steps Generator,buildos
gen-1776108342-hMJRQQz4MOtngbh70CCq,2026-04-13 19:25:42.879,0.00195,,,0,0,1997,7002,6732,0,qwen/qwen3.5-flash-20260224,Alibaba,standard,false,true,,stop,stop,49188,520,BuildOS Next Step Generator,buildos
gen-1776108312-7Wt9yvcCxRwGMMMmQblJ,2026-04-13 19:25:12.086,0.007638,,,0,0,3049,3409,2965,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,62356,1065,,buildos
gen-1776108305-gWqndhUmVDHdEDvkLQGH,2026-04-13 19:25:05.495,0.001779,,-0.003561,,0,25577,451,288,23743,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5698,3975,,buildos
gen-1776108298-QFThYBYumGopXe2tvNPB,2026-04-13 19:24:58.787,0.001936,,-0.00299,,0,23748,354,274,19935,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,4406,3952,,buildos
gen-1776108289-ccSeao0mHEQVEbSgt6Ym,2026-04-13 19:24:49.787,0.004308,,-0.000022,,0,20119,614,543,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,8356,7845,,buildos
gen-1776108270-uKqfPqjdC64kiWO1ko9G,2026-04-13 19:24:30.422,0.007504,,,0,0,2516,3429,2903,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,62656,1425,,buildos
gen-1776108261-b9iPf1Rd0iDuh116Zc7i,2026-04-13 19:24:21.300,0.004486,,-0.000022,,0,19894,1060,926,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,8336,7739,,buildos
gen-1776107557-HLlPuvDpsxYyXhxcl3Gp,2026-04-13 19:12:37.831,0.006192,,,0,0,1277,2963,2329,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,54184,945,,buildos
gen-1776107546-NzNCud4fX2d00kUooSDh,2026-04-13 19:12:26.648,0.003898,,-0.000022,,0,17195,964,505,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10311,6496,,buildos
gen-1776107541-1OFaD2prJCqaMwXBinNQ,2026-04-13 19:12:21.285,0.003139,,-0.000022,,0,15143,265,221,147,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,4118,3748,,buildos
gen-1776105809-3RZwR1rhTMezzkRez5Nh,2026-04-13 18:43:29.530,0.000301,,0,0,0,1456,665,461,3,openai/gpt-oss-20b,Fireworks,standard,false,true,,stop,stop,7331,539,BuildOS Next Steps Generator,buildos
gen-1776105783-i2xuOFxcNbiBwT8oKviI,2026-04-13 18:43:03.115,0.002897,,,0,0,948,1328,1205,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,24631,786,BuildOS Next Steps Generator,buildos
gen-1776104535-MdjdkqI2d2oNiKuRIuax,2026-04-13 18:22:15.435,0.003163,,,0,0,10635,1049,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,29648,1389,,buildos
gen-1776104415-582TrsZSdrPG9yP9nDiS,2026-04-13 18:20:15.313,0.019398,,,0,0,12373,7886,5349,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,143338,1457,,buildos
gen-1776104387-EKAfA9dg5oNKxkOpaFtz,2026-04-13 18:19:47.472,0.003796,,-0.005404,,0,38766,2895,2384,36027,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,26996,22700,,buildos
gen-1776104355-ImhtaN1PlT1Cbn7yHE8I,2026-04-13 18:19:15.328,0.005326,,-0.003405,,0,36032,3052,2206,22704,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,26234,19067,,buildos
gen-1776104334-81YKpstpFNg3B4glMQsg,2026-04-13 18:18:54.029,0.004288,,-0.002937,,0,30898,2094,1598,19585,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,18769,14765,,buildos
gen-1776104284-gyzuGMw5z1gXtDUjZFCv,2026-04-13 18:18:04.608,0.00667,,-0.000022,,0,22265,4479,3454,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,33697,28195,,buildos
gen-1776104192-41mJ1S2Cwa3d2WsAfRUO,2026-04-13 18:16:32.100,0.002752,,,0,0,718,1292,1172,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,25168,849,BuildOS Next Steps Generator,buildos
gen-1776104087-x9r0LeXZt365Pfft2QCG,2026-04-13 18:14:47.748,0.002017,,,0,0,6848,625,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,17339,2031,,buildos
gen-1776103967-0MB5vkoLedAJLH7KhOLu,2026-04-13 18:12:47.644,0.015629,,,0,0,8058,6672,5057,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,121571,1555,,buildos
gen-1776103950-li0GinxPiORzc9Em6XKA,2026-04-13 18:12:29.942,0.00506,,-0.000022,,0,21325,1636,701,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,16814,9838,,buildos
gen-1776103660-4I0P4RMoTdzP4XqoBKIX,2026-04-13 18:07:40.397,0.000195,,,0,0,1068,766,742,64,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,7652,352,BuildOS Next Steps Generator,buildos
gen-1776103635-8qRxPFS3qIKXaZdg34Zq,2026-04-13 18:07:15.846,0.002628,,,0,0,695,1232,1128,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,23002,767,BuildOS Next Steps Generator,buildos
gen-1776101698-H3HrpV6qk0UBFXFClO0e,2026-04-13 17:34:58.281,0.001563,,,0,0,3702,1582,0,0,deepseek/deepseek-v3.2-20251201,AtlasCloud,standard,false,true,,stop,stop,40495,1619,,buildos
gen-1776101578-ZuMPFUxCWHKqHECIA1tH,2026-04-13 17:32:58.178,0.01637,,,0,0,4231,7690,6031,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,139819,1472,,buildos
gen-1776101554-jxnMZ3CyXHdP8JwVTTsx,2026-04-13 17:32:34.636,0.005278,,-0.000022,,0,19558,2778,1103,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,22786,10226,,buildos
gen-1776098257-gzsJwNcKmeq573UjtYA3,2026-04-13 16:37:36.989,0.005985,,,0,0,3603,2469,1925,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,45376,1154,BuildOS Next Steps Generator,buildos
gen-1776098245-MaeMhuswEPK14kWycEtz,2026-04-13 16:37:25.720,0.001759,,-0.002762,,0,19857,1102,808,18417,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10162,8535,BuildOS Next Steps Generator,buildos
gen-1776098227-wDE9YmQYH5cEB5EbpWFC,2026-04-13 16:37:07.117,0.002193,,-0.002294,,0,18422,1607,1117,15296,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,12359,9986,BuildOS Next Steps Generator,buildos
gen-1776098198-z0rnKegEiLbBMcq0ohXq,2026-04-13 16:36:38.324,0.004545,,-0.000022,,0,15301,3015,2062,149,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,25020,18176,BuildOS Next Steps Generator,buildos
gen-1776098175-aqsDsqgBLyuwCDsEOn4M,2026-04-13 16:36:15.264,0.003438,,,0,0,938,1607,1472,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,29681,788,BuildOS Next Steps Generator,buildos
gen-1776098124-psjulKdVXluoEL1MLxkh,2026-04-13 16:35:24.568,0.004982,,,0,0,3152,2030,1842,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,37414,924,,buildos
gen-1776098118-bNzIdsB6E4nPz4rQZc6r,2026-04-13 16:35:17.998,0.001191,,-0.002289,,0,15790,646,421,15265,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,6006,4254,,buildos
gen-1776098112-kEcO8GE23yvMyT5Mmx8H,2026-04-13 16:35:12.699,0.003232,,-0.000022,,0,15270,401,331,149,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,4477,4086,,buildos
gen-1776097694-R49z0POSVvzMtqvktGGd,2026-04-13 16:28:14.220,0.007435,,,0,0,1441,3573,2867,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,65586,1282,,buildos
gen-1776097680-K1LcPro2bUDwO1PY5KDE,2026-04-13 16:28:00.577,0.00383,,-0.000022,,0,14539,1889,1141,147,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,12758,8034,,buildos
gen-1776092822-2nU3YVPkqJeU82NUd7EB,2026-04-13 15:07:02.497,0.004803,,,0,0,1364,2236,1947,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,59306,840,BuildOS Next Steps Generator,buildos
gen-1776092742-92BGbdK8louqY8chzpdD,2026-04-13 15:05:42.376,0.000733,,,0,0,885,5049,2531,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,51129,162,BuildOS Next Steps Generator,buildos
gen-1776092726-KJxvIbqZcqiHrzru64GB,2026-04-13 15:05:26.730,0.007161,,,0,0,794,3540,3374,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,95153,833,BuildOS Next Steps Generator,buildos
gen-1776092717-sUINUyWI0rSIxzPTWjUo,2026-04-13 15:05:16.921,0.00027,,,0,0,821,1190,1155,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,8024,359,BuildOS Next Steps Generator,buildos
gen-1776092597-o88I8nLvNcJ41zOahgCq,2026-04-13 15:03:17.054,0.000167,,,0,0,1002,637,528,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,5624,350,BuildOS Next Steps Generator,buildos
gen-1776092596-CGgNWUmnLTFFYJuEhWsD,2026-04-13 15:03:16.969,0.000179,,,0,0,977,1073,907,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,11275,196,BuildOS Next Steps Generator,buildos
gen-1776092596-yd0Aq0V3OTenXTub7vuk,2026-04-13 15:03:16.967,0.000202,,,0,0,985,880,788,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,7000,194,BuildOS Next Steps Generator,buildos
gen-1776092596-tpmddQecSdWGnL9yBKQh,2026-04-13 15:03:16.963,0.000169,,,0,0,767,1049,996,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,10934,195,BuildOS Next Steps Generator,buildos
gen-1776092598-7vNz7MwFETBHeM7ybtZn,2026-04-13 15:03:16.961,0.000237,,,0,0,778,1034,963,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,9334,330,BuildOS Next Steps Generator,buildos
gen-1776092596-cnJINEu2MTpzoumefmwG,2026-04-13 15:03:16.957,0.000384,,,0,0,777,1087,896,0,openai/gpt-oss-20b,Groq,standard,false,true,,stop,stop,220,220,BuildOS Next Steps Generator,buildos
gen-1776092596-95wrbKxkw0inXaTsyrqC,2026-04-13 15:03:16.956,0.000284,,,0,0,1079,1313,1077,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,7106,409,BuildOS Next Steps Generator,buildos
gen-1776092596-OAV5YzdegVEXEZODirm0,2026-04-13 15:03:16.953,0.000149,,,0,0,664,663,600,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,4274,369,BuildOS Next Steps Generator,buildos
gen-1776092596-KtDz3N55z2YDLQTLRlAf,2026-04-13 15:03:16.952,0.000419,,,0,0,807,1197,1003,0,openai/gpt-oss-20b,Groq,standard,false,true,,stop,stop,929,235,BuildOS Next Steps Generator,buildos
gen-1776092596-GmLoP6ImkcTRUqG6D2Yv,2026-04-13 15:03:16.952,0.000258,,-0.000003,0,0,632,726,621,101,openai/gpt-oss-20b,Fireworks,standard,false,true,,stop,stop,10098,606,BuildOS Next Steps Generator,buildos
gen-1776092596-q3nsTGktuBU8AAaaSbIi,2026-04-13 15:03:16.949,0.000255,,,0,0,830,1113,1061,160,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,10086,350,BuildOS Next Steps Generator,buildos
gen-1776092596-mb3z8shzPvhFnZPfhlYx,2026-04-13 15:03:16.949,0.000111,,,0,0,647,659,507,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,6879,160,BuildOS Next Steps Generator,buildos
gen-1776092596-BwopsCOZuQQheYGr6A48,2026-04-13 15:03:16.947,0.00012,,,0,0,1138,614,510,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,6743,202,BuildOS Next Steps Generator,buildos
gen-1776092596-nNdCfZj1RB0sstcNcXL3,2026-04-13 15:03:16.945,0.000151,,,0,0,777,604,509,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,5519,370,BuildOS Next Steps Generator,buildos
gen-1776092596-vmfTHltnoGxcl5znKxNW,2026-04-13 15:03:16.943,0.000179,,,0,0,1019,1064,1083,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,11276,192,BuildOS Next Steps Generator,buildos
gen-1776092596-UrBS4zVekV1N5U3nemTz,2026-04-13 15:03:16.942,0.000143,,,0,0,746,864,800,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,9269,221,BuildOS Next Steps Generator,buildos
gen-1776092596-tLvsJc2PdkSMkog8gqvt,2026-04-13 15:03:16.941,0.000198,,,0,0,815,899,808,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,5539,575,BuildOS Next Steps Generator,buildos
gen-1776092596-lvZXZ1DcznTq3GASVDv3,2026-04-13 15:03:16.939,0.000182,,,0,0,937,779,719,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,4254,195,BuildOS Next Steps Generator,buildos
gen-1776092596-StbrmUpcjvvfpgfbn3GW,2026-04-13 15:03:16.937,0.000266,,,0,0,817,1128,1085,64,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,3118,298,BuildOS Next Steps Generator,buildos
gen-1776092596-g5xEA310mJ5wqWdubexy,2026-04-13 15:03:16.935,0.000187,,,0,0,1081,1105,1009,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,12273,210,BuildOS Next Steps Generator,buildos
gen-1776092596-Q8W9o99EvDWmWhfd7zsU,2026-04-13 15:03:16.935,0.000206,,,0,0,840,591,484,164,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,1311,217,BuildOS Next Steps Generator,buildos
gen-1776092596-XZS33Hvy0gDU1Y2t8lAm,2026-04-13 15:03:16.930,0.000116,,,0,0,672,687,610,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,7624,212,BuildOS Next Steps Generator,buildos
gen-1776092596-9TOONGyxQur3IBiyFcSX,2026-04-13 15:03:16.927,0.000156,,,0,0,676,649,603,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,5809,367,BuildOS Next Steps Generator,buildos
gen-1776092596-50XOTgTPymEimSuQ45g9,2026-04-13 15:03:16.927,0.000209,,,0,0,877,1311,1177,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,14240,200,BuildOS Next Steps Generator,buildos
gen-1776092596-828zU83sLycS5SEk2voj,2026-04-13 15:03:16.926,0.000472,,-0.000003,0,0,767,1409,1400,101,openai/gpt-oss-20b,Fireworks,standard,false,true,,stop,stop,18756,678,BuildOS Next Steps Generator,buildos
gen-1776092596-QHPDzJ7HgitdWylsn07Y,2026-04-13 15:03:16.922,0.000519,,,0,0,765,1541,1309,0,openai/gpt-oss-20b,Groq,standard,false,true,,stop,stop,1007,180,BuildOS Next Steps Generator,buildos
gen-1776092596-ubafbXNza6KMa7PVzhGB,2026-04-13 15:03:16.918,0.000113,,,0,0,670,669,606,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,7432,719,BuildOS Next Steps Generator,buildos
gen-1776092596-QIR82pTtGun5r2QYcz1L,2026-04-13 15:03:16.909,0.00016,,,0,0,643,463,380,164,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,1156,216,BuildOS Next Steps Generator,buildos
gen-1776092556-JfOTvIH5IOoQgOyHhocR,2026-04-13 15:02:36.840,0.000571,,,0,0,889,3892,2893,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,38050,636,BuildOS Next Steps Generator,buildos
gen-1776092553-UkZPogWybKFJccXa6MiF,2026-04-13 15:02:33.670,0.000192,,,0,0,733,777,673,64,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,1698,187,BuildOS Next Steps Generator,buildos
gen-1776092546-JFFVnvI19XWsDrWqfFs9,2026-04-13 15:02:26.886,0.000361,,,0,0,813,1219,896,67,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,5564,183,BuildOS Next Steps Generator,buildos
gen-1776092530-xP543pxujVhcjE1nQaCu,2026-04-13 15:02:10.446,0.000243,,,0,0,677,1592,1461,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,15229,143,BuildOS Next Steps Generator,buildos
gen-1776092526-UCPBbNdQtyTAwOJymjZB,2026-04-13 15:02:06.241,0.000155,,,0,0,1235,529,321,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,3491,340,BuildOS Next Steps Generator,buildos
gen-1776092500-flRXk0EzZiCCMttN9AWN,2026-04-13 15:01:40.176,0.000494,,-0.000012,0,0,804,1502,1108,361,openai/gpt-oss-20b,Fireworks,standard,false,true,,stop,stop,25713,519,BuildOS Next Steps Generator,buildos
gen-1776092492-bzGaFgawWL65QdaiGtYw,2026-04-13 15:01:32.255,0.000259,,,0,0,742,1256,1099,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,7491,193,BuildOS Next Steps Generator,buildos
gen-1776092485-0k22XFeDnrH8KctT0rCf,2026-04-13 15:01:25.676,0.000124,,,0,0,881,700,429,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,5670,152,BuildOS Next Steps Generator,buildos
gen-1776092481-bNv97cOSCyg4V3gErdnD,2026-04-13 15:01:21.200,0.000234,,,0,0,1154,883,693,64,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,3418,231,BuildOS Next Steps Generator,buildos
gen-1776092472-1FJ4QRM5xj7nGtZUrc5C,2026-04-13 15:01:12.034,0.000146,,,0,0,765,885,700,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,7730,167,BuildOS Next Steps Generator,buildos
gen-1776092446-xE0N4kHndODZl1IbUJN3,2026-04-13 15:00:46.305,0.000387,,,0,0,672,2626,2187,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,24835,184,BuildOS Next Steps Generator,buildos
gen-1776092442-voYWVzluJ846UMCoa7ml,2026-04-13 15:00:42.089,0.00013,,,0,0,597,574,568,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,3840,198,BuildOS Next Steps Generator,buildos
gen-1776092417-2RGy3araxCtyKx47IKEz,2026-04-13 15:00:17.454,0.00035,,,0,0,679,2360,1548,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,23756,168,BuildOS Next Steps Generator,buildos
gen-1776092405-Q7yDtCz9Mz959y9Wo1J3,2026-04-13 15:00:05.814,0.00013,,,0,0,1173,680,599,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,11141,186,BuildOS Next Steps Generator,buildos
gen-1776092399-ThqKosWRkGWYiOhROxBg,2026-04-13 14:59:59.000,0.000334,,,0,0,871,1455,1270,32,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,5787,219,BuildOS Next Steps Generator,buildos
gen-1776092391-StiXGToGh4lNsEa967Eh,2026-04-13 14:59:51.988,0.000168,,,0,0,633,715,624,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,5828,320,BuildOS Next Steps Generator,buildos
